operator_location_id,location_name,flow_role,flow_role_label,location_type,county_name,state_abbreviation,receipt_zone,delivery_zone,operator_segment_id,interconnect_indicator,counterparty_name,counterparty_ferc_cid,latitude,longitude,coordinate_method,coordinate_precision,matched_geography_id,matched_geography_name,location_artifact_id,coordinate_artifact_id,observed_at_utc
411817,ELYSIUM/TGP SOUTH HARMONY CHURCH TR,R,receipt,WHD,ALLEN,LA,ZL,ZL,501,True,ELYSIUM ENERGY L.L.C.,,30.652744,-92.819605,census_county_internal_point,county,22003,Allen Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
55543,ENER FS/TGP BOSS HOWARD RECEIPT ALL,R,receipt,INT,ALLEN,LA,ZL,ZL,501,True,ENERFIN FIELD SERVICES LLC,,30.652744,-92.819605,census_county_internal_point,county,22003,Allen Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
420796,KINDER/TGP LEBLANC DEHYD ALLEN,D,delivery,INT,ALLEN,LA,ZL,ZL,501,True,KINDER GAS PROCESSING CORPORATION,,30.652744,-92.819605,census_county_internal_point,county,22003,Allen Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
411815,LAGNIAP/TGP LEBLANC FIELD DEHY TRAN,R,receipt,WHD,ALLEN,LA,ZL,ZL,501,True,LAGNIAPPE INTERESTS INC.,,30.652744,-92.819605,census_county_internal_point,county,22003,Allen Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412857,LYMAC/TGP MITTIE: RIP 504B 101.1 AL,R,receipt,WHD,ALLEN,LA,ZL,ZL,501,True,LYMAC EXPLORATION AND PRODUCTION LLC,,30.652744,-92.819605,census_county_internal_point,county,22003,Allen Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412565,SMITH OP/TGP SOUTH HARMONY ALLEN,R,receipt,WHD,ALLEN,LA,ZL,ZL,501,True,SMITH OPERATING AND MANAGEMENT CO.,,30.652744,-92.819605,census_county_internal_point,county,22003,Allen Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412844,TEXLA/TGP ROY MARTIN GATHERING: RIP,R,receipt,WHD,ALLEN,LA,ZL,ZL,823,True,TEXLA ENERGY MANAGEMENT INC.,,30.652744,-92.819605,census_county_internal_point,county,22003,Allen Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
420373,TRNSCO/TGP KINDER LA EXCH (BI 1,D,delivery,INT,ALLEN,LA,ZL,ZL,501,True,TRANSCONTINENTAL GAS PIPELINE COMPANY LLC,C000654,30.652744,-92.819605,census_county_internal_point,county,22003,Allen Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412777,UES/TGP CROSBY NO 1: RIP 505E-1 3.0,R,receipt,WHD,ALLEN,LA,ZL,ZL,501,True,UPSTREAM ENERGY SERVICES LLC,,30.652744,-92.819605,census_county_internal_point,county,22003,Allen Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412776,UES/TGP FEAGIN NO 1: RIP 505F-101.1,R,receipt,WHD,ALLEN,LA,ZL,ZL,501,True,UPSTREAM ENERGY SERVICES LLC,,30.652744,-92.819605,census_county_internal_point,county,22003,Allen Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412634,UNIT PET/TGP UDP NORTH OBERLINE REC,R,receipt,WHD,ALLEN,LA,ZL,ZL,823,True,UNIT PETROLEUM COMPANY,,30.652744,-92.819605,census_county_internal_point,county,22003,Allen Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412824,VENTEX/TGP GUM BRANCH: RIP 824B 101,R,receipt,WHD,ALLEN,LA,ZL,ZL,823,True,VENTEX OPERATING CORP.,,30.652744,-92.819605,census_county_internal_point,county,22003,Allen Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412752,WILL DRI/TGP MARCANTEL FARMS: RIP 5,R,receipt,WHD,ALLEN,LA,ZL,ZL,501,True,WILL DRILL PRODUCTION COMPANY INC.,,30.652744,-92.819605,census_county_internal_point,county,22003,Allen Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412297,XTO OFSH/TGP BUNCHY DEHYDRATION ALL,R,receipt,WHD,ALLEN,LA,ZL,ZL,501,True,XTO OFFSHORE INC.,,30.652744,-92.819605,census_county_internal_point,county,22003,Allen Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412035,PELICO/TGP LIBERTY HILL BIENVILLE,R,receipt,GTH,BIENVILLE,LA,Z1,Z1,141,True,PELICO PIPELINE LLC,C000109,32.340952,-93.041151,census_county_internal_point,county,22013,Bienville Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412036,REGENCY/TGP BEAR CREEK TRANSPORT BI,B,bidirectional,INT,BIENVILLE,LA,Z1,Z1,141,True,REGENCY INTRASTATE GAS LP,C000370,32.340952,-93.041151,census_county_internal_point,county,22013,Bienville Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
420917,REGENCY/TGP PANDA POWER BIENVILLE,D,delivery,EGN,BIENVILLE,LA,Z1,Z1,141,True,REGENCY INTRASTATE GAS LP,C000370,32.340952,-93.041151,census_county_internal_point,county,22013,Bienville Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
460014,SNG/TGP BEAR CREEK 12 STORAGE INJEC,B,bidirectional,INT,BIENVILLE,LA,Z1,Z1,141,True,SOUTHERN NATURAL GAS COMPANY L.L.C.,C000021,32.340952,-93.041151,census_county_internal_point,county,22013,Bienville Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
460015,SNG/TGP BEAR CREEK 12 STORAGE INJEC,B,bidirectional,INT,BIENVILLE,LA,Z1,Z1,141,True,SOUTHERN NATURAL GAS COMPANY L.L.C.,C000021,32.340952,-93.041151,census_county_internal_point,county,22013,Bienville Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
460016,SNG/TGP BEAR CREEK STORAGE INJ 3 BI,B,bidirectional,INT,BIENVILLE,LA,Z1,Z1,141,True,SOUTHERN NATURAL GAS COMPANY L.L.C.,C000021,32.340952,-93.041151,census_county_internal_point,county,22013,Bienville Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
405367,TGP/SNG BEAR CREEK INJECTION BIENVI,B,bidirectional,INT,BIENVILLE,LA,Z1,Z1,141,True,TENNESSEE GAS PIPELINE COMPANY L.L.C.,C000020,32.340952,-93.041151,census_county_internal_point,county,22013,Bienville Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412431,TGP/SNG BEAR CREEK INJECTION BIENVI,B,bidirectional,INT,BIENVILLE,LA,Z1,Z1,141,True,TENNESSEE GAS PIPELINE COMPANY L.L.C.,C000020,32.340952,-93.041151,census_county_internal_point,county,22013,Bienville Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
420581,BDWKLAGT/TGP BECKWITH CREEK CALCASI,D,delivery,INT,CALCASIEU,LA,ZL,ZL,820,True,BOARDWALK LOUISIANA GAS TRANSMISSION LLC,,30.229559,-93.358015,census_county_internal_point,county,22019,Calcasieu Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
49446,CAM IPL/TGP BANKEN RD AT HWY 27 DE,D,delivery,INT,CALCASIEU,LA,ZL,ZL,820,True,CAMERON INTERSTATE PIPELINE LLC,C001157,30.229559,-93.358015,census_county_internal_point,county,22019,Calcasieu Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412737,CAM IPL/TGP DE QUINCY GAS STORAGE C,B,bidirectional,INT,CALCASIEU,LA,ZL,ZL,820,True,CAMERON INTERSTATE PIPELINE LLC,C001157,30.229559,-93.358015,census_county_internal_point,county,22019,Calcasieu Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412588,CSVHOLDG/TGP STARKS CALCASIEU,R,receipt,WHD,CALCASIEU,LA,ZL,ZL,820,True,CSV HOLDINGS INC.,,30.229559,-93.358015,census_county_internal_point,county,22019,Calcasieu Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412839,DUNCAN/TGP LABOKAY NO. 1: RIP 820P,R,receipt,WHD,CALCASIEU,LA,ZL,ZL,820,True,DUNCAN OIL INC.,,30.229559,-93.358015,census_county_internal_point,county,22019,Calcasieu Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
400580,FGT/TGP SABINE EXCH CALCASIEU,D,delivery,INT,CALCASIEU,LA,ZL,ZL,820,True,FLORIDA GAS TRANSMISSION COMPANY LLC,C000255,30.229559,-93.358015,census_county_internal_point,county,22019,Calcasieu Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412768,GLDNPASS/TGP STARKS LNG: RIP 820 10,R,receipt,INT,CALCASIEU,LA,ZL,ZL,820,True,GOLDEN PASS PIPELINE LLC,C001447,30.229559,-93.358015,census_county_internal_point,county,22019,Calcasieu Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412015,HEC/TGP STARKS HANKAMER 1 CALCASIE,R,receipt,WHD,CALCASIEU,LA,ZL,ZL,820,True,HILCORP ENERGY COMPANY,,30.229559,-93.358015,census_county_internal_point,county,22019,Calcasieu Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412717,MAYNE/TGP BURLINGTON CALCASIEU,R,receipt,WHD,CALCASIEU,LA,ZL,ZL,820,True,MAYNE & MERTZ INC.,,30.229559,-93.358015,census_county_internal_point,county,22019,Calcasieu Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412461,OLIPDPII/TGP DEHYDRATION CALCASIEU,R,receipt,WHD,CALCASIEU,LA,ZL,ZL,820,True,OLIPDP II LLC,,30.229559,-93.358015,census_county_internal_point,county,22019,Calcasieu Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
411586,TRNSCO/TGP STARKS LA TRANSPORT CALC,R,receipt,INT,CALCASIEU,LA,ZL,ZL,820,True,TRANSCONTINENTAL GAS PIPELINE COMPANY LLC,C000654,30.229559,-93.358015,census_county_internal_point,county,22019,Calcasieu Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412192,HEC/TGP UDP CHALKLEY GARRISON 1 C,R,receipt,WHD,CAMERON,LA,ZL,ZL,905,True,HILCORP ENERGY COMPANY,,29.871812,-93.164948,census_county_internal_point,county,22023,Cameron Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412884,KINETICA/TGP GRAND CHENIER PLANT I,R,receipt,INT,CAMERON,LA,ZL,ZL,905,True,KINETICA ENERGY EXPRESS L.L.C.,C003552,29.871812,-93.164948,census_county_internal_point,county,22023,Cameron Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
420983,PLAINSGS/TGP GRAND CHENIER PTR CAME,R,receipt,VIR,CAMERON,LA,ZL,ZL,905,True,PLAINS GAS SOLUTIONS LLC,,29.871812,-93.164948,census_county_internal_point,county,22023,Cameron Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
410671,TARGA/TGP UDP LOWRY PLANT DEHY CAME,R,receipt,PLT,CAMERON,LA,ZL,ZL,905,True,TARGA MIDSTREAM SERVICES LLC,,29.871812,-93.164948,census_county_internal_point,county,22023,Cameron Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
900553,TGP/NGPL CHALKLEY CAMERON,R,receipt,INT,CAMERON,LA,ZL,ZL,905,True,TENNESSEE GAS PIPELINE COMPANY L.L.C.,C000020,29.871812,-93.164948,census_county_internal_point,county,22023,Cameron Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
421049,TGP/TGP GRAND CHENIER PLANT CAMERON,D,delivery,INT,CAMERON,LA,ZL,ZL,905,False,,,29.871812,-93.164948,census_county_internal_point,county,22023,Cameron Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
450303,TGP/TGP GRAND CHENIER STRADDLE PLAN,R,receipt,INT,CAMERON,LA,ZL,ZL,905,False,,,29.871812,-93.164948,census_county_internal_point,county,22023,Cameron Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
420988,TGP/TGP SABINE PASS PLANT STRANGERS,D,delivery,INT,CAMERON,LA,ZL,ZL,820,False,,,29.871812,-93.164948,census_county_internal_point,county,22023,Cameron Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
401366,TRNSCO/TGP UTOS EXCH,R,receipt,VIR,CAMERON,LA,ZL,ZL,820,False,,,29.871812,-93.164948,census_county_internal_point,county,22023,Cameron Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
420447,PELICANG/TGP HARRISONBURG LA CATAHO,D,delivery,LDC,CATAHOULA,LA,ZL,ZL,823,True,PELICAN GAS MANAGEMENT INC.,,31.666517,-91.846703,census_county_internal_point,county,22025,Catahoula Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412026,BEUSA/TGP GRAND CANE DE SOTO,R,receipt,WHD,DE SOTO,LA,Z0,Z0,700,True,BEUSA ENERGY INC.,,32.059248,-93.740797,census_county_internal_point,county,22031,De Soto Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412775,COMOG-LA/TGP TRENTON SALES: RIP 703,R,receipt,WHD,DE SOTO,LA,Z0,Z0,700,True,COMSTOCK OIL & GAS-LOUISIANA LLC,,32.059248,-93.740797,census_county_internal_point,county,22031,De Soto Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412607,COVEY/TGP HOLLY FIELD DE SOTO,R,receipt,WHD,DE SOTO,LA,Z0,Z0,700,True,COVEY PARK GAS LLC,,32.059248,-93.740797,census_county_internal_point,county,22031,De Soto Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412759,DIV PROD/TGP BURFORD GATHERING: RIP,R,receipt,WHD,DE SOTO,LA,Z0,Z0,700,True,DIVERSIFIED PRODUCTION LLC,,32.059248,-93.740797,census_county_internal_point,county,22031,De Soto Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412764,ENT GATH/TGP UDP STATE LINE PROCESS,R,receipt,GTH,DE SOTO,LA,Z0,Z0,700,True,ENTERPRISE GATHERING LLC,,32.059248,-93.740797,census_county_internal_point,county,22031,De Soto Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412081,EPE/TGP UDP BETHANY LONGSTREET FIEL,R,receipt,WHD,DE SOTO,LA,Z0,Z0,700,True,EP ENERGY E&P COMPANY LLC,,32.059248,-93.740797,census_county_internal_point,county,22031,De Soto Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412725,ET G&P/TGP DE SO,R,receipt,WHD,DE SOTO,LA,Z0,Z0,700,True,ET GATHERING & PROCESSING LLC,C012199,32.059248,-93.740797,census_county_internal_point,county,22031,De Soto Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412807,ET G&P/TGP LOGANSPORT B: RIP 704H 1,R,receipt,WHD,DE SOTO,LA,Z0,Z0,700,True,ET GATHERING & PROCESSING LLC,C012199,32.059248,-93.740797,census_county_internal_point,county,22031,De Soto Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412706,ETC FS/TGP LOGANSPORT DE SOTO,R,receipt,WHD,DE SOTO,LA,Z0,Z0,700,True,ETC FIELD SERVICES LLC,,32.059248,-93.740797,census_county_internal_point,county,22031,De Soto Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412786,ETGPLLC/TGP BLACKSTONE IVORY: RIP 7,R,receipt,INT,DE SOTO,LA,Z0,Z0,700,True,ET G,C004423,32.059248,-93.740797,census_county_internal_point,county,22031,De Soto Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
412814,ETGPLLC/TGP BLACKSTONE NO 1: RIP 70,R,receipt,INT,DE SOTO,LA,Z0,Z0,700,True,ET G,C004423,32.059248,-93.740797,census_county_internal_point,county,22031,De Soto Parish,km_tgp_locations:1787939514021564000:470a5ca9ff1632ccbae5df41106523761d4ea1990719dabdb968f31231c16847,census_county_gazetteer:1787939514135521000:4c90d0f805779923b5958ab13d0c1e9b99fe4932b786bfcf75dd739bb2dcb4ea,2026-08-28T17:51:54.021564Z
